ZIPCODE,STATE,YEAR,share_wages,share_business,share_capital_gains,share_interest,share_dividends,share_unemployment,share_social_security,income_stability_index,income_diversity_index,shock_response_index
1034,MA,2022,0.689128680250749,0.041680947274154494,0.022554146535616756,0.0031620028966599964,0.01720306471049984,0.005030459153777267,0.04204579376223065,0.10661566654715907,0.6827770909261223,0.001889287103473217
1035,MA,2022,0.5917252679729638,0.049691631961038665,0.06558036154540559,0.006463212034318745,0.02865205616622289,0.003728484407121671,0.03894995562231174,0.057764785032137694,0.9298988254620215,0.02035415357222425
1036,MA,2022,0.6360373647984268,0.026968459269344224,0.04056047197640118,0.005960214809772332,0.017570531729823764,0.00641025641025641,0.048396490431888664,0.14839661965354106,0.7716400245820898,0.0036135202729399535
1037,MA,2016,0.7504780459645705,0.014431576288920157,0.009921708698632608,0.0024533679691164266,0.010318577046577912,0.005664393693401161,0.03340909910885016,0.0,0.44734026833191354,0.022647375686639284
1038,MA,2022,0.5663594647746115,0.042455558554737205,0.06814483476651371,0.005336829522230363,0.023236802529595497,0.0027686731191917634,0.048239694597616935,0.05489827592749783,0.9331743641187749,-0.04535549257490963
1039,MA,2022,0.5381513777467737,0.06099755842343914,0.057467736309731426,0.004938960585978374,0.032131147540983604,0.0021067317753749562,0.04325078479246599,0.11245180259525518,0.9880889183207151,0.020377770911509455
1040,MA,2022,0.7584768060089304,0.027986724456041136,0.02810135703134382,0.0037479393429915827,0.009194624278087711,0.008976276515606407,0.03150976560367698,0.1278735402260292,0.5789832562948924,-0.002717383016536802
1050,MA,2022,0.7171517601101903,0.035473163682344704,0.01791722175807799,0.0016031792625375392,0.009483595637546006,0.008569106058211214,0.0363650732720663,0.060782124182334515,0.5895408869252842,0.022196426047065988
1053,MA,2022,0.4807652341314549,0.07359198451155617,0.06486332760902618,0.004528400949432856,0.05192347658685451,0.0017391684805792853,0.051015608763659036,0.14568955720038168,1.1416658040816732,0.09439856559190836
1054,MA,2022,0.4706140309065083,0.05545439812387389,0.05222265651067237,0.016225440193713834,0.06174628445046093,0.00428992249540025,0.05115494246737275,0.16666866635343924,1.1823731560256008,0.17936632681226264
1056,MA,2022,0.7162071703414158,0.028516460025651988,0.024213033652965246,0.005799792341049288,0.008895132229890674,0.009089354424967935,0.039982898674647285,0.10281865293268813,0.6262268490893176,0.035463826455818956
1057,MA,2022,0.6892638350590455,0.036651966857233785,0.023944966641282976,0.003986565586533763,0.01096802791448348,0.008433447370514758,0.04128638486980439,0.06725787514694921,0.6670475989810217,0.016725403745409553
1060,MA,2022,0.5996463088029809,0.06366441546343736,0.05827026082906381,0.007654576152771309,0.04558977643223102,0.0040245109455053565,0.041792326502095946,0.16333137550628662,0.9972755163516797,0.010859034084710987
1062,MA,2022,0.5634531705106542,0.06349612793563461,0.06529023215540143,0.007351615788790976,0.035051574179049916,0.0037684611639609102,0.04176640931519126,0.21373082016009878,1.012625011128986,0.2267315287549014
1066,MA,2016,0.6536593535421202,0.01080221068497739,0.002679618154412996,0.002009713615809747,0.012728186233461732,0.0,0.04622341316362418,0.0,0.44195473675476593,0.022647375686639284
